epoch,batch,total_batches,time_instant,time_avg,data_instant,data_avg,xent_instant,xent_avg,htri_instant,htri_avg,acc_instant,acc_avg
1,10,147,0.212,1.015,0.0001,0.0815,6.3812,6.3875,0.9088,0.9415,0.0,0.27
1,20,147,0.205,0.61,0.0001,0.0408,6.2658,6.3531,0.558,0.8431,0.78,0.29
1,30,147,0.206,0.475,0.0001,0.0273,6.2181,6.3235,0.6608,0.765,1.56,0.48
1,40,147,0.207,0.408,0.0001,0.0205,6.209,6.3055,0.4652,0.7009,1.17,0.52
1,50,147,0.207,0.368,0.0001,0.0164,6.204,6.2888,0.4363,0.6525,0.78,0.6
1,60,147,0.208,0.342,0.0001,0.0137,6.2049,6.2767,0.3395,0.6194,0.39,0.7
1,70,147,0.206,0.323,0.0001,0.0118,6.1701,6.2655,0.3661,0.5903,1.56,0.76
1,80,147,0.206,0.308,0.0001,0.0103,6.1698,6.2563,0.3946,0.5661,0.78,0.83
1,90,147,0.206,0.297,0.0002,0.0092,6.217,6.2491,0.3906,0.5442,1.17,0.89
1,100,147,0.209,0.288,0.0001,0.0083,6.1446,6.2405,0.3692,0.5262,0.78,0.93
1,110,147,0.209,0.281,0.0001,0.0075,6.15,6.2325,0.3441,0.5109,3.12,0.99
1,120,147,0.208,0.275,0.0001,0.0069,6.1802,6.2261,0.2873,0.4965,1.56,1.09
1,130,147,0.209,0.27,0.0001,0.0064,6.17,6.2213,0.3144,0.4839,1.17,1.16
1,140,147,0.207,0.265,0.001,0.006,6.0625,6.2152,0.358,0.4726,1.17,1.18
2,10,147,0.205,0.277,0.0001,0.0708,6.1071,6.1028,0.2769,0.306,2.34,2.11
2,20,147,0.207,0.241,0.0002,0.0355,6.068,6.1123,0.3175,0.3045,2.73,1.97
2,30,147,0.202,0.229,0.0001,0.0237,6.0611,6.102,0.3283,0.3078,1.95,2.02
2,40,147,0.208,0.224,0.0002,0.0178,6.0256,6.0969,0.3597,0.3088,4.3,2.25
2,50,147,0.208,0.221,0.0001,0.0143,6.0456,6.0881,0.3194,0.3068,2.34,2.3
2,60,147,0.207,0.219,0.0001,0.0119,6.0782,6.0826,0.3272,0.3099,1.95,2.27
2,70,147,0.208,0.218,0.0001,0.0102,6.0249,6.0743,0.316,0.3111,1.95,2.24
2,80,147,0.209,0.217,0.0001,0.009,5.9336,6.0642,0.3496,0.3111,3.52,2.36
2,90,147,0.209,0.216,0.0001,0.008,5.9705,6.0545,0.3202,0.3129,2.73,2.4
2,100,147,0.207,0.215,0.0001,0.0072,5.9102,6.0422,0.3114,0.3146,1.95,2.47
2,110,147,0.214,0.215,0.0002,0.0066,5.8444,6.0292,0.3244,0.3175,3.91,2.57
2,120,147,0.199,0.214,0.0001,0.006,5.7451,6.0133,0.413,0.323,2.34,2.63
2,130,147,0.199,0.212,0.0001,0.0056,5.7666,5.9981,0.3544,0.3268,4.69,2.71
2,140,147,0.2,0.212,0.0009,0.0052,5.6851,5.98,0.4411,0.3328,2.73,2.83
3,10,147,0.207,0.274,0.0001,0.0661,5.478,5.5885,0.4226,0.4269,7.42,4.61
3,20,147,0.195,0.239,0.0001,0.0331,5.5517,5.574,0.3888,0.4305,7.03,4.45
3,30,147,0.207,0.477,0.0001,0.2735,5.4729,5.5327,0.4824,0.4493,4.69,4.62
3,40,147,0.21,0.409,0.0001,0.2052,5.3795,5.4983,0.4576,0.4531,3.12,4.79
3,50,147,0.212,0.368,0.0002,0.1642,5.3562,5.4708,0.4779,0.4584,5.47,4.88
3,60,147,0.209,0.342,0.0001,0.1369,5.2528,5.4399,0.4723,0.4591,6.25,5.08
3,70,147,0.208,0.323,0.0001,0.1173,5.2074,5.4073,0.4664,0.4643,5.47,5.25
3,80,147,0.21,0.308,0.0001,0.1027,5.278,5.3834,0.4003,0.4615,6.25,5.41
3,90,147,0.207,0.298,0.0002,0.0913,5.1039,5.3552,0.393,0.4648,6.64,5.57
3,100,147,0.2,0.289,0.0002,0.0822,5.0862,5.3286,0.602,0.4705,8.98,5.83
3,110,147,0.21,0.281,0.0001,0.0747,5.0054,5.3015,0.4366,0.4684,5.08,6.04
3,120,147,0.213,0.275,0.0001,0.0685,4.9513,5.27,0.5205,0.4714,8.59,6.29
3,130,147,0.201,0.27,0.0002,0.0633,4.8581,5.2426,0.5238,0.473,12.11,6.54
3,140,147,0.219,0.265,0.001,0.0587,4.8473,5.2147,0.4982,0.4746,10.16,6.84
4,10,147,0.207,0.276,0.0002,0.0699,4.7695,4.7802,0.4592,0.5311,12.11,10.39
4,20,147,0.207,0.241,0.0001,0.035,4.8322,4.752,0.5267,0.5063,9.38,11.17
4,30,147,0.207,0.229,0.0001,0.0234,4.6362,4.7089,0.4339,0.508,12.89,11.41
4,40,147,0.207,0.224,0.0001,0.0176,4.5674,4.6821,0.4179,0.509,14.84,11.46
