epoch,batch,total_batches,time_instant,time_avg,data_instant,data_avg,xent_instant,xent_avg,htri_instant,htri_avg,acc_instant,acc_avg
1,10,590,0.054,0.394,0.0001,0.0337,7.2863,12.7452,0.5456,0.3989,0.0,0.78
1,20,590,0.055,0.224,0.0001,0.0169,6.4121,9.6633,0.1605,0.2851,0.0,0.78
1,30,590,0.055,0.168,0.0002,0.0113,6.3009,8.5513,0.123,0.2537,1.56,0.68
1,40,590,0.054,0.14,0.0001,0.0085,6.1466,7.9955,0.2819,0.2362,1.56,0.7
1,50,590,0.054,0.123,0.0001,0.0068,6.2531,7.6563,0.2232,0.2226,0.0,0.66
1,60,590,0.055,0.111,0.0001,0.0057,6.2287,7.4252,0.1494,0.2155,1.56,0.76
1,70,590,0.054,0.103,0.0002,0.0049,6.1915,7.2584,0.1403,0.2079,1.56,0.78
1,80,590,0.054,0.097,0.0001,0.0043,6.4018,7.1274,0.1226,0.2049,0.0,0.84
1,90,590,0.055,0.092,0.0001,0.0038,6.0482,7.0249,0.0692,0.2009,0.0,0.83
1,100,590,0.055,0.089,0.0001,0.0035,6.1647,6.9418,0.1991,0.1967,1.56,0.92
1,110,590,0.055,0.086,0.0002,0.0032,5.8117,6.8605,0.0553,0.188,1.56,0.97
1,120,590,0.054,0.083,0.0001,0.0029,5.932,6.7955,0.0809,0.1847,1.56,0.98
1,130,590,0.055,0.081,0.0002,0.0027,6.0477,6.7292,0.0682,0.1813,3.12,1.11
1,140,590,0.054,0.079,0.0001,0.0025,6.179,6.6811,0.1229,0.1778,0.0,1.18
1,150,590,0.055,0.077,0.0001,0.0023,5.9036,6.6387,0.0853,0.1746,1.56,1.19
1,160,590,0.054,0.076,0.0001,0.0022,5.9036,6.5972,0.1727,0.1707,1.56,1.15
1,170,590,0.055,0.075,0.0001,0.0021,5.8085,6.5549,0.2016,0.1706,1.56,1.2
1,180,590,0.055,0.074,0.0001,0.002,5.9676,6.5214,0.0715,0.1688,0.0,1.25
1,190,590,0.055,0.073,0.0001,0.0019,5.8125,6.4887,0.2701,0.1667,3.12,1.31
1,200,590,0.054,0.072,0.0001,0.0018,5.663,6.4534,0.1267,0.1638,1.56,1.3
1,210,590,0.055,0.071,0.0002,0.0017,5.9491,6.4283,0.2169,0.1626,0.0,1.28
1,220,590,0.054,0.07,0.0001,0.0016,5.7045,6.4052,0.3317,0.1624,3.12,1.3
1,230,590,0.054,0.069,0.0001,0.0016,5.9571,6.3862,0.1125,0.1616,0.0,1.32
1,240,590,0.055,0.069,0.0001,0.0015,5.6784,6.3645,0.0955,0.1598,1.56,1.35
1,250,590,0.055,0.068,0.0002,0.0014,5.979,6.344,0.0156,0.1593,0.0,1.34
1,260,590,0.055,0.068,0.0001,0.0014,5.959,6.3271,0.2276,0.1591,3.12,1.38
1,270,590,0.055,0.067,0.0001,0.0013,5.9386,6.3124,0.1459,0.1578,0.0,1.37
1,280,590,0.054,0.067,0.0001,0.0013,5.9985,6.2912,0.043,0.1571,1.56,1.42
1,290,590,0.055,0.066,0.0002,0.0013,5.8955,6.276,0.1146,0.1581,6.25,1.43
1,300,590,0.054,0.066,0.0001,0.0012,6.0187,6.2617,0.0716,0.1572,0.0,1.46
1,310,590,0.055,0.066,0.0001,0.0012,5.6408,6.2475,0.1609,0.1566,4.69,1.49
1,320,590,0.054,0.065,0.0001,0.0011,5.4422,6.2339,0.1197,0.1558,0.0,1.48
1,330,590,0.055,0.065,0.0001,0.0011,6.0022,6.2248,0.05,0.1552,0.0,1.47
1,340,590,0.054,0.065,0.0001,0.0011,5.8096,6.2144,0.1461,0.1547,3.12,1.49
1,350,590,0.054,0.065,0.0001,0.0011,5.6374,6.2027,0.102,0.1546,0.0,1.51
1,360,590,0.057,0.064,0.0001,0.001,5.7253,6.1919,0.1093,0.1543,3.12,1.5
1,370,590,0.055,0.064,0.0001,0.001,6.0644,6.1843,0.1636,0.1541,0.0,1.49
1,380,590,0.054,0.064,0.0001,0.001,5.6055,6.1737,0.1693,0.1535,3.12,1.52
1,390,590,0.055,0.064,0.0001,0.001,6.0216,6.1664,0.1342,0.1535,0.0,1.51
1,400,590,0.054,0.063,0.0001,0.0009,5.9952,6.1557,0.2159,0.1541,0.0,1.5
1,410,590,0.055,0.063,0.0002,0.0009,5.7359,6.1466,0.1636,0.1535,1.56,1.51
